Golang Golang | w_freq: 2 - 2 | wiki_freq: 21 - 11 | sentence_idx: 2076 | align_1: 4-3 | align_2: 5-8 | entity: Golang - none |    IronFunctions is written on Golang and really supports functions in any language . ||| IronFunctions 是 在 Golang 上 编写 的 ， 并且 真正 支持 任何 语言 的 函数 。 
Ibiolab Ibiolab | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 341164 | align_1: 8-11 | align_2: 9-16 | entity: Ibiolab - none |    In 2007 , MotulTech joined the European project Ibiolab grouping 22 partners from 7 European countries . ||| 2007年 ， 摩特 科技 （ MotulTech ） 加入 了 欧洲 欧洲 Ibiolab 项目 ， 该 项目 设计 22 个 来自 7 个 欧洲 国家 的 合作 伙伴 。 

JENKINS Jenkins | w_freq: 1 - 34 | wiki_freq: 7 - 159 | sentence_idx: 341528 | align_1: 0-7 | align_2: 1-15 | entity: none - Lee Jenkins |    JENKINS : Mother 's Day holds special place in NBA 's heart ||| 以上 资料 主要 来自 SI.com 作者 Lee Jenkins 的 Look At Me Now , Mom : Mother's Day holds a special place in NBA 's heart 一 文 

JENKINS Lee | w_freq: 1 - 170 | wiki_freq: 7 - 1812 | sentence_idx: 341528 | align_1: 0-6 | align_2: 1-15 | entity: none - Lee Jenkins |    JENKINS : Mother 's Day holds special place in NBA 's heart ||| 以上 资料 主要 来自 SI.com 作者 Lee Jenkins 的 Look At Me Now , Mom : Mother's Day holds a special place in NBA 's heart 一 文 

WILD 首页 | w_freq: 4 - 845 | wiki_freq: 318 - 770 | sentence_idx: 343671 | align_1: 1-0 | align_2: 2-9 | entity: WILD - none |    Previous WILD – 75 Freshwater Tropical Fish of the World ||| 首页 〉外 文书 〉 生活 〉动 植物 〉 Wild : 75 Freshwater Tropical Fish of the World 

Sontag Sontag | w_freq: 4 - 2 | wiki_freq: 1142 - 12 | sentence_idx: 344690 | align_1: 13-13 | align_2: 14-19 | entity: Susan Sontag - Susan Sontag |    I will always remember my encounter with the writer and cultural icon Susan Sontag , largely because I met the great [ mathematician ] Benoit Mandelbrot on the same day . ||| 我 永远 会 记得 我 与 文化 偶像 和 作家 苏珊·桑塔格 （ Susan Sontag ） 的 那 次 相遇 ， 主要 是 因为 我 正好 在 同一天 和 伟大 的 本华·曼德博 ( Benoit Mandelbrot ) 相遇 。 

Gau Gau | w_freq: 3 - 1 | wiki_freq: 1975 - 0 | sentence_idx: 347868 | align_1: 16-13 | align_2: 17-17 | entity: Gau - none |    If the Jews have no cash money they would be given RM 40  by the Gau for their departure . ||| 如果 犹太人 没有 现金  ， 他们 将 被 给予 RM40 - 由 Gau   ， 为了 他们 的 离开    。 

Robinhood Robinhood | w_freq: 8 - 7 | wiki_freq: 665 - 24 | sentence_idx: 349649 | align_1: 4-6 | align_2: 5-11 | entity: Robinhood - Robinhood |    We want to make Robinhood a tantalizing target for researchers and it 's important that , as a researcher , you know your time wo n't be wasted finding potential bugs in our software . " ||| ” 我们 想 让 罗宾汉 ( Robinhood ) 成为 研究 人员 的 诱人 目标 ， 作为 一 名 研究 人员 ， 重要 的 是 ， 你 知道 你 的 时间 不 会 浪费 在 寻找 我们 软件 中 的 潜在 漏洞 上 。 

Saqar 赛盖尔 | w_freq: 5 - 2 | wiki_freq: 30 - 0 | sentence_idx: 356161 | align_1: 7-4 | align_2: 8-16 | entity: Saqar - 赛盖尔 |    And what can let you know What Saqar is ? ||| 什么 使 你 知道 赛盖尔 是 什么 ？ 你 怎 能 知道 火狱 [ 究竟 ] 是 什么 ？ 

CHLT-TV CHLT-TV | w_freq: 1 - 2 | wiki_freq: 10 - 0 | sentence_idx: 356740 | align_1: 0-0 | align_2: 1-8 | entity: CHLT-TV - none |    CHLT-TV , 50 years of looking at it our way ||| CHLT-TV ， 50年 的 发展 历程 （ CHLT-TV , 50 Years of Looking at It Our Way ） 

Universiteit VU | w_freq: 5 - 10 | wiki_freq: 1658 - 91 | sentence_idx: 361278 | align_1: 13-10 | align_2: 14-16 | entity: Vrije Universiteit - none |    This heritage is still very much part of who we are : Vrije Universiteit translates literally as ' Free University ' . ||| 这个 遗产 仍然 是 我们 是 谁 非常 部分 ： VU 代表 Vrije 大学 ， 字面 翻译 为 “ 自由 大学 ” 。 

Moorehead Moorehead | w_freq: 3 - 3 | wiki_freq: 811 - 3 | sentence_idx: 363410 | align_1: 3-5 | align_2: 4-10 | entity: Moorehead - none |    Finally , says Moorehead “ The best way to get more distributors is to get more customers . ||| 最后    ， Moorehead 表示   ： “ 获得 更 多 分销商 的 最佳 途径 是 获取 更 多 客户    。 

MSRESIN MSRESIN | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 363424 | align_1: 4-3 | align_2: 5-7 | entity: MSRESIN ATRATE - none |    18 , I ask MSRESIN ATRATE , the TYPE is what type of plastic , what is the name , the price is the number of production ? ||| 18 、 请问 MSRESIN   , ATRATE   , TYPE 是 什么 类型 的 塑料    , 名称 是 什么    , 价格 是 多少    , 有 什么 产 的    ? 

Qur’an 古兰经 | w_freq: 176 - 402 | wiki_freq: 541 - 2268 | sentence_idx: 363684 | align_1: 2-5 | align_2: 3-11 | entity: Qur’an - none |    52But the Qur’an is nothing but a reminder to all worlds . ||| ” 52 . 这 《 古兰经 》 不是 别的 ， 它 是 对 全世界 的 教诲 。 

Qur’an 古兰经 | w_freq: 176 - 402 | wiki_freq: 541 - 2268 | sentence_idx: 363685 | align_1: 2-5 | align_2: 3-11 | entity: Qur’an - none |    52But the Qur’an is nothing but a reminder to all worlds . ||| ” 52 . 这 《 古兰经 》 不是 别的 ， 它 是 对 全世界 的 教诲 。 

Elvin Elvin | w_freq: 4 - 3 | wiki_freq: 1873 - 12 | sentence_idx: 363871 | align_1: 15-11 | align_2: 16-16 | entity: Mark Elvin - Mark Elvin |    ( I believe this argument was one I came across in a work by Mark Elvin called The Pattern of the Chinese Past , but it ’s been a long time ! ) . ||| （ 我 相信 这个 论点 是 我 在 马克·埃尔文 （ Mark Elvin ） 的 一 部 名 为 “ 中国 过去 的 模式 ” 的 作品 中 遇到 的 ， 但 已经 很 久 了 ！ ） 。 

Chubb Chubb | w_freq: 4 - 4 | wiki_freq: 1478 - 5 | sentence_idx: 373373 | align_1: 8-7 | align_2: 9-13 | entity: Scott Chubb - Scott Chubb |    We have uploaded a new paper from Scott Chubb describing the Rossi device and recent events about it . ||| 我们 上传 了 一 篇 由 Scott Chubb 撰写 的 文章 ， 文章 描述 罗西 的 装置 和 近期 的 事件 。 

Cowper Cowper | w_freq: 3 - 2 | wiki_freq: 2891 - 12 | sentence_idx: 377641 | align_1: 17-15 | align_2: 18-19 | entity: Cowper - none |    Let ’s tick off some reasons for doubt and then we will have to get back to Cowper because we ca n’t just simply leave him there . ||| 我们 来 列举 一些 怀疑 的 理由 吧 ， 然后 我们 会 回来 继续 讲 Cowper 的 事情 ， 因为 我们 不 能 就 把 他 撂 在 这里 了 。 

GeForce GeForce | w_freq: 10 - 11 | wiki_freq: 1898 - 785 | sentence_idx: 378289 | align_1: 0-1 | align_2: 1-13 | entity: GeForce - none |    GeForce 334.89 Driver Details , Specs and Download Information ||| 的 GeForce 334.89 驱动 程序 详细 信息 ， 规格 和 下载 信息 GeForce 334.89 Driver Details , Specs and Download Information 

Legendre 孟耿 | w_freq: 1 - 1 | wiki_freq: 1491 - 12 | sentence_idx: 379309 | align_1: 5-4 | align_2: 6-12 | entity: Legendre - 孟耿 如 |    Lagrange , Laplace , and Legendre : which one is which ? » ||| ▲ 邹 承恩 和 孟耿 如 （ 左 ） 主演 《 哈啰 ！ 有事 吗 》 。 

YORK YORK | w_freq: 50 - 7 | wiki_freq: 199 - 16 | sentence_idx: 382774 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - N EW YORK |    NEW YORK - Barbara Corcoran expects entrepreneurs to listen to what she says , and then do what they want . ||| N EW YORK （ 美联社 ） - Barbara Corcoran 希望 企业家 能 听取 她 的 意见 ， 然后 做 他们 想 做 的 事 。 

Huta Huta | w_freq: 1 - 1 | wiki_freq: 1256 - 7 | sentence_idx: 384525 | align_1: 10-5 | align_2: 11-13 | entity: Huta - none |    Arriving in the UK in 1992 , aged 14 , Huta not only got a new home but also his new name . ||| 1992年 ， 14 岁 的 Huta 来到 英国 ， 在 那里 ， 它 不仅 拥有 了 一个 新 家 ， 还 拥有 了 一个 新 的 名字 。 

Soaga Soaga | w_freq: 1 - 1 | wiki_freq: 36 - 0 | sentence_idx: 384634 | align_1: 11-13 | align_2: 12-18 | entity: Lupe Ole Soaga - none |    Like AS , Marist just need to win against Lupe Ole Soaga and hope the first game ’s result on Friday goes their way . ||| 像 AS 一样   ， Marist 只 需要 赢得 对阵 Lupe Ole Soaga 的 比赛  ， 并 希望 周五 的 第一 场 比赛 结果 能够 顺利 进行   。 

Putinfarce Putinfarce | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 386221 | align_1: 12-12 | align_2: 13-17 | entity: Putinfarce - none |    By Monday , it should have its own Twitter hashtag : # Putinfarce . ||| 在 周一 ， 它 应该 拥有 自己 的 Twitter 标签 ： # Putinfarce （ 普京 闹剧 ） 。 

Lauster Lauster | w_freq: 2 - 1 | wiki_freq: 47 - 0 | sentence_idx: 387545 | align_1: 4-7 | align_2: 5-11 | entity: Emily Lauster - Emily Lauster |    According to 22-year-old Emily Lauster , “ You can always hear that the girl is not very interested , or tell the boy that she is tired , but the boy does not give her a space story . ||| 根据 22 岁 的 艾米丽·劳斯特 ( Emily Lauster ) 所 说 ， “ 你 总是 能 听到 女孩 不是 很 感 兴趣 ， 或者 告诉 男生 她 累 了 ， 而 男生 却 不 给 她 空间 的 故事 。 

Allaah 安拉 | w_freq: 62 - 167 | wiki_freq: 28 - 280 | sentence_idx: 390386 | align_1: 1-1 | align_2: 2-6 | entity: Allaah - 安拉 |    And Allaah is the Guide to the Straight Path . ||| “ 安拉 的 引导 ， 才 是 正导 。 

Belmonts Belmonts | w_freq: 3 - 4 | wiki_freq: 257 - 0 | sentence_idx: 394762 | align_1: 5-3 | align_2: 6-12 | entity: The Belmonts - none |    11 ) Dion and The Belmonts , " I Wonder Why " ||| Dion and the Belmonts （ 英语 ： Dion and the Belmonts ） （ " I Wonder Why （ 英语 ： I Wonder Why ） " ） 

Systemantics systemfunny | w_freq: 1 - 1 | wiki_freq: 9 - 0 | sentence_idx: 395297 | align_1: 7-7 | align_2: 8-14 | entity: Systemantics - none |    As John Gall argues in his book Systemantics , every successful large system was grown from smaller systems that already worked . ||| 正如 John Gall 在 其 著作 《 systemfunny 》 中 所 指出 的 那样 ， 每 一个 成功 的 大型 系统 都 是 从 已经 运行 的 小型 系统 发展 而 来 的 。 

eBook 成全 | w_freq: 16 - 64 | wiki_freq: 657 - 294 | sentence_idx: 396777 | align_1: 9-7 | align_2: 10-12 | entity: eBook - none |    Do you know what it takes to create an eBook ( and a cover , like the one above ) ? ||| 你们 知道 怎样 才 是 一个 「 成全 的 人 」 ？ （ 一个 成全 的 人 ， 怀有 一 颗 慈悲 的 心 ， 并 懂得 去 「 爱 」 人 ） 

L.S. LS | w_freq: 1 - 17 | wiki_freq: 405 - 198 | sentence_idx: 397462 | align_1: 2-2 | align_2: 3-7 | entity: L.S. - none |    6 ) L.S. When and above all why did you decide to disclose these information about classified space missions and is there anybody who is protecting you ? ||| 6 、 LS ： 你 是 什么 时候 ， 最 主要 的 是 你 为什么 要 决定 揭露 这些 绝密 太空 任务 的 信息 ， 是否 有人 在 保护 你 呢 ？ 

RIP RIP鲍 | w_freq: 23 - 1 | wiki_freq: 851 - 0 | sentence_idx: 400582 | align_1: 0-0 | align_2: 1-4 | entity: RIP - none |    RIP Bob Venturi , so many of our lives would not have been the same without you . ||| RIP鲍 勃·文图 里 ( Bob Venturi ) ， 没有 你 ， 我们 的 许多 生活 将 是 不 一样 的 。 

Firestorm Firestorm | w_freq: 3 - 3 | wiki_freq: 1166 - 9 | sentence_idx: 400802 | align_1: 45-40 | align_2: 46-45 | entity: Firestorm - none |    “ In the United States , there are now more than 46 million single family homes , several hundred thousand businesses , and 120 million people living and working in and around the country ’s forests , ” writes the journalist Edward Struzik , in Firestorm , his book about “ how wildfire will shape our future . ” ||| “ 在 美国 ， 现在 有 超过 46百万 的 单户 住宅 ， 数十万 家 企业 ， 以及 120百万 的 人 在 该国 森林 及其 周围 地区 生活 和 工作 ， ” 写 记者 爱德华·斯特鲁兹克 （ Edward Struzik ） 在 “ Firestorm ” 一 书 中 ， 他 有关 “ 野火 将 如何 塑造 我们 的 未来 ” 的 书 。 

Verily 誓 | w_freq: 128 - 241 | wiki_freq: 279 - 535 | sentence_idx: 405012 | align_1: 8-7 | align_2: 9-15 | entity: Verily - none |    Inna can also be translated to be “ Verily ” . ||| 宝贝 ， 听 我 说 ： " 誓 " 本来 就是 " 拆开 的 语言 " 。 

oseph UF | w_freq: 2 - 2 | wiki_freq: 0 - 0 | sentence_idx: 409506 | align_1: 2-2 | align_2: 3-6 | entity: none - Europe UF  |    of J oseph ( ||| 澳大利亚 Europe UF  - ' (  

Sandusky 杰里 | w_freq: 19 - 23 | wiki_freq: 3190 - 133 | sentence_idx: 410163 | align_1: 35-36 | align_2: 36-41 | entity: Jerry Sandusky - 杰里 |    Otherwise , he could have come across as defensive or , worse , appeared to ratify what the public already believed to be true ( for an example , see our previous post involving Jerry Sandusky ’s lawyer , Joe Amendola ) . ||| 否则 ， 他 本 可以 认为 是 防御性 的 ， 或者 更 糟糕 的 是 ， 它 似乎 批准 了 公众 已经 认为 是 真实 的 东西 （ 举 个 例子 ， 见 我们 之前 涉及 杰里 的 帖子 ） 桑达斯基 的 律师 乔 阿门多拉 （ Joe Amendola ） 。 

YORK YORK | w_freq: 50 - 7 | wiki_freq: 199 - 16 | sentence_idx: 414034 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - none |    NEW YORK — Maybe the middle child really should be the favorite . ||| N EW YORK （ 美联社 ） - 也许 中间 孩子 真的 应该 是 最 喜欢 的 ... 

CENTCOM Centcom | w_freq: 4 - 1 | wiki_freq: 480 - 0 | sentence_idx: 414435 | align_1: 0-0 | align_2: 1-4 | entity: CENTCOM - none |    CENTCOM will restore service to its Twitter and YouTube accounts as quickly as possible . ||| Centcom 表示 ， 它 将 “ 尽快 ” 恢复 其 Twitter 和 YouTube 帐户 的 服务 。 

ERC ERC | w_freq: 10 - 10 | wiki_freq: 2569 - 51 | sentence_idx: 420864 | align_1: 4-7 | align_2: 5-12 | entity: ERC - none |    In Yemen , the ERC Stephen O'Brien said , that after a year of fighting , one quarter of the country 's health services had been destroyed or shut down . ||| 在 也门 ， 应急 救援 中心 （ ERC ） 的 斯蒂芬•奥布莱恩 （ Stephen O'Brien ） 表示 ， 战争 爆发 一 年后 ， 该国 已 有 四分之一 的 医疗 服务 设施 被 损毁 或 关闭 。 

Orbis Orbis | w_freq: 7 - 4 | wiki_freq: 1067 - 32 | sentence_idx: 421864 | align_1: 4-3 | align_2: 5-7 | entity: Orbis - none |    He ’s not from Orbis , so he must look different to the other characters we have in the game . ||| 他 不是 来自 Orbis ( 奥比斯 ) ， 所以 他 必须 跟 其他 我们 已 做好 的 游戏 角色 看 起来 不同 。 

HL7 HL | w_freq: 5 - 8 | wiki_freq: 275 - 103 | sentence_idx: 424194 | align_1: 5-3 | align_2: 6-8 | entity: HL7 International - none |    For example , at the HL7 International level , there are 10 different CMETs for the concept of " Patient " . ||| 例如 ， 在 HL 7 国际 （ HL7 International ） 层面 上 ， 对于 “ 患者 ” 这 一 概念 ， 就 有 10 个 不同 的 CMET 。 

Civaux Civaux | w_freq: 2 - 2 | wiki_freq: 17 - 0 | sentence_idx: 424235 | align_1: 5-4 | align_2: 6-12 | entity: Civaux - Civaux ) |    Everybody I spoke to in Civaux loves the fact their region was chosen . ||| 我 在 西沃 ( Civaux ) 所 交谈 的 每个 人 都 喜欢 他们 所在 地区 的 选择 。 

Infosys Infosys | w_freq: 6 - 5 | wiki_freq: 979 - 6 | sentence_idx: 424738 | align_1: 8-6 | align_2: 9-11 | entity: Infosys - none |    He asked them to build a company like Infosys and lift people out of poverty . ||| 他 让 他们 成立 一个 像 Infosys 那样 的 公司 ， 和 帮助 人民 脱贫 。 

Misérables 悲惨 | w_freq: 1 - 282 | wiki_freq: 2267 - 1298 | sentence_idx: 425163 | align_1: 4-5 | align_2: 5-10 | entity: Les Misérables - none |    Similarly , in Les Misérables Victor Hugo provides us with a beautiful description of the battle of Waterloo . ||| 同样 地 ， 在 《 悲惨 世界 》 中 ， 维克多·雨果 给 我们 提供 了 滑铁卢 之 战 的 美丽 描述 。 

Ethereum Ethereum | w_freq: 84 - 43 | wiki_freq: 652 - 12 | sentence_idx: 430720 | align_1: 1-1 | align_2: 2-7 | entity: Ethereum - none |    Like Ethereum , Tron has its own smart contracts , Dapps and a wallet . ||| 与 Ethereum （ 以 太坊 ） 一样 ， TRON 拥有 自己 的 智能 合约 、 Dapps 和 钱包 。 

Damianos 主Damianos | w_freq: 2 - 1 | wiki_freq: 71 - 0 | sentence_idx: 431102 | align_1: 4-4 | align_2: 5-9 | entity: Damianos - none |    But in 1900 Patriarch Damianos revived it for one day in the year , not 23 October but 31 December . ||| 但是 ， 在 1900年 主Damianos ， 东正教 主教 ， 恢复 它 一 天 的 一 年 ， 而 不是 10月 23日 ， 但 12月 31日 。 

Wyman Wyman | w_freq: 8 - 7 | wiki_freq: 3704 - 48 | sentence_idx: 437465 | align_1: 12-12 | align_2: 13-16 | entity: Bob Wyman - none |    The marketing manager for Silver , Bob Wyman , yes that Bob Wyman , had only one person he had to sell his technology to : me . ||| Silver 的 销售 经理 是 Bob Wyman （ 是的 ， 就是 Bob Wyman 那个 家伙 ） ， 他 只 需 将 他们 的 技术 推销 给 一个 人 ： 就是 我 。 

Lacerta Lacerta | w_freq: 2 - 2 | wiki_freq: 332 - 11 | sentence_idx: 443001 | align_1: 4-5 | align_2: 5-12 | entity: Lacerta - none |    Please call me " Lacerta " , this is the name I generally use when I´m among humans and talk with them . ||| 请 叫 我 「勒斯塔 （ Lacerta ， 意 为 蜥蜴 属 ） 」 好 了 ， 这是 当 我 在 人类 当中 走动 并 和 他们 谈话 的 时候 通常 用 的 名字 。 

Ishi 伊施 | w_freq: 1 - 2 | wiki_freq: 451 - 4 | sentence_idx: 447813 | align_1: 16-15 | align_2: 17-25 | entity: Ishi - 伊施 |    16 Yehovah says , “ When that day comes , you ’ll call Me Husband [ Ishi ] and you will never again call Me Lord [ Baal ] ! ||| ” 16 耶和华 说 ： “ 到 那 日 ， 你 必 称呼 我 ‘ 伊施 ’ （ “ 伊施 ” 意即 “ 我 夫 ” ） ， 不再 称呼 我 ‘ 巴力 ’ （ “ 巴力 ” 意即 “ 我 主 ” ） 。 

Magnum—powerful Smith&Wesson.357Magnum-- | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 450975 | align_1: 13-11 | align_2: 14-16 | entity: Magnum—powerful - none |    I could see that his pistol was a short-barreled Smith & Wesson .357 Magnum—powerful enough to blow holes in Mohr 's BSA cylinder head , if necessary—but at arm 's length it hardly mattered . ||| 我 可以 看到 他 的 手枪 是 一个 很 短 的 Smith&Wesson.357Magnum-- 足够 强大  ， 足以 在 Mohr 的 BSA 气缸 盖 中 炸 开孔  ， 如果 必要 的话 -- 但是 在 手臂 的 长度 上 它 几乎 不 匹 配  。 

DIAZ Diaz | w_freq: 1 - 10 | wiki_freq: 6 - 83 | sentence_idx: 454402 | align_1: 0-1 | align_2: 1-10 | entity: DIAZ - none |    DIAZ Do n't clean up this blood ||| 《 Diaz ， 不要 清理 血迹 》 ( Diaz : Don’t Clean Up This Blood ) 

Hasse Hasse | w_freq: 1 - 1 | wiki_freq: 1591 - 11 | sentence_idx: 459752 | align_1: 10-12 | align_2: 11-16 | entity: Helmut Hasse - none |    This answer is thanks to the late German mathematician Helmut Hasse , and allows one to find all such points , should they exist at all . ||| 这个 答案 要 归功 于 已故 的 德国 数学家 赫尔穆特·哈斯 （ Helmut Hasse ）   ， 并且 如果 存在 的话  ， 他们 可以 找到 所有 这些 点 。 

Cent Cent | w_freq: 11 - 5 | wiki_freq: 3939 - 55 | sentence_idx: 459938 | align_1: 1-8 | align_2: 2-12 | entity: 50 Cent - none |    50 Cent , Before I Self Destruct ||| 魔镜 歌词 网 ＞ 欧美 歌手 ＞ 50 Cent ( 五角 ) ＞ Before I Self Destruct 

ADAM 亚当 | w_freq: 11 - 413 | wiki_freq: 325 - 1483 | sentence_idx: 467607 | align_1: 4-3 | align_2: 5-9 | entity: ADAM - 亚当 |    A third installment , ADAM : The Prophet , will come out later this year . ||| 第二 部 《 亚当 ： 先知 》 （ Adam : The Prophet ） ， 将 在 今年 晚些时候 发布 。 

Kiphart Kiphart | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 468245 | align_1: 8-7 | align_2: 9-12 | entity: Kiphart - none |    Carter , would you like to be a Kiphart and be our son and brother ? ” ||| 卡特 ， 你 愿意 成为 吉普哈特 （ Kiphart ） 的 一 分子 ， 做 我们 的 儿子 和 弟弟 吗 ？ 」 

Cupid 法藏 | w_freq: 30 - 3 | wiki_freq: 3552 - 154 | sentence_idx: 468300 | align_1: 5-1 | align_2: 6-5 | entity: Cupid - none |    I swear to thee by Cupid ’s strongest bow , ||| 系心于 法藏 菩萨 ， 因位 之 本 誓 。 

Mastery Mastery | w_freq: 6 - 3 | wiki_freq: 686 - 7 | sentence_idx: 470855 | align_1: 8-9 | align_2: 9-14 | entity: Mastery - none |    But as Robert Greene explains in his book Mastery , you can learn to love this internal resistance . ||| 不过 ， Robert Greene 在 他 的 书 《 Mastery 》 中 解释 道 ， 你 可以 学会 喜欢 这种 内在 的 阻力 。 

Paradox Paradox | w_freq: 21 - 12 | wiki_freq: 3261 - 237 | sentence_idx: 472853 | align_1: 5-8 | align_2: 6-13 | entity: Globalization Paradox - none |    In my book The Globalization Paradox , I contemplate the following thought experiment . ||| 在 《 全球化 悖论 》 （ The Globalization Paradox ） 一 书 中 ， 我 设想 了 如下 思想 实验 。 

Expedia Expedia | w_freq: 19 - 19 | wiki_freq: 421 - 51 | sentence_idx: 474078 | align_1: 4-5 | align_2: 5-11 | entity: Expedia Business Services - none |    We are creating an Expedia Business Services organization which will be comprised of Expedia Partner Solutions and Egencia . ||| 我们 正在 建立 一个 “ Expedia 商务 服务 ” （ Expedia Business Services ） 组织 ， 将 由 Expedia 合作 伙伴 解决 方案 和 Egencia 组成 。 

Crabtree 鹦鹉螺 | w_freq: 6 - 9 | wiki_freq: 2583 - 32 | sentence_idx: 477424 | align_1: 19-27 | align_2: 20-32 | entity: Crabtree - none |    But at last they got away and ran for the boat , and what became of Sobber and old Crabtree they do n't know . " ||| 最后   ， 在 “ 鹦鹉螺 ” 的 一 次 报复 行动 中   ， 他们 回到 了 陆地  ， 但 船长 和 “ 鹦鹉螺 ” 上 的 其他人 却 不知去向   。 

Gillon Gillon | w_freq: 2 - 1 | wiki_freq: 524 - 3 | sentence_idx: 478562 | align_1: 1-1 | align_2: 2-5 | entity: Raanan Gillon - none |    Raanan Gillon reviews the case of M , a woman in minimally conscious state , who was the subject of a court of protection ruling last year . ||| Raanan Gillon （ 图 ） 回顾 了 M 的 案例 ， 一个 处于 最低 意识 状态 的 女人 ， 他 是 去年 保护 法庭 裁决 的 对象 。 

Hottie Hottie | w_freq: 2 - 2 | wiki_freq: 155 - 2 | sentence_idx: 480665 | align_1: 22-24 | align_2: 23-33 | entity: Hottie - none |    Very soon after at 2:16 , he says , “ Have any of you enjoyed this special pizza here tonight called the Hottie ? … If you have n’t had it , you should try it , it ’s delicious . ” ||| 之后 不久 ， 在 2:16 ， 他 说 ： “ 你们 有 没有 人 享受 过 今晚 这里 的 这个 特别 的 披萨 叫 Hottie （ 字面 上 是 辣妹 的 意思 ） ？ …… 如果 你 还 没有 ， 你 应该 试 一下 ， 它 很 美味 。 

Shakti Shakti | w_freq: 5 - 5 | wiki_freq: 4505 - 13 | sentence_idx: 483732 | align_1: 5-5 | align_2: 6-11 | entity: Shakti - none |    If someone wants health , Shakti will come in . ||| 如果 某人 想要 健康 ， Shakti （ 夏 克提 女神 ） 会 到来 。 

Ivashintsova Ivashintsova | w_freq: 1 - 1 | wiki_freq: 9 - 0 | sentence_idx: 484451 | align_1: 6-8 | align_2: 7-12 | entity: Ivashintsova - none |    Expect to be hearing more from Ivashintsova as her family considers opportunities to sell and exhibit her work . ||| 我们 可能 未来 会 听到 更 多 有关 Ivashintsova 的 事 ， 因为 她 的 家人 正在 考虑 出售 和 展览 她 作品 的 机会 。 

Gartner Gartner | w_freq: 53 - 54 | wiki_freq: 1813 - 55 | sentence_idx: 495989 | align_1: 2-1 | align_2: 3-5 | entity: Gartner - none |    According to Gartner “ End-user organisations are increasingly adopting multi-cloud strategies . ” ||| 根据 Gartner 的 说法 ， “ 终端 用户 组织 越来越 多 地 采用 多云 战略 。 

DVI DVI | w_freq: 5 - 5 | wiki_freq: 601 - 119 | sentence_idx: 499240 | align_1: 11-9 | align_2: 12-15 | entity: DVI - none |    You ’re short by one port ( two if you hate DVI ) , but it ’s close enough . ||| 您 只有 一个 端口 （ 如果 您 不 喜欢 DVI ， 则 两 个 端口 ） 短 ， 但 距离 足够 近 。 

WhatsApp WhatsApp | w_freq: 224 - 230 | wiki_freq: 1540 - 229 | sentence_idx: 502281 | align_1: 7-10 | align_2: 8-15 | entity: WhatsApp Academy - WhatsApp 学院 |    In United Arab Emirates you can watch WhatsApp Academy on TV . ||| 在 阿联酋 ， 你 可以 在 电视 上 观看 《 WhatsApp 学院 》 ( WhatsApp Academy ) 。 

Qur’an 诗篇 | w_freq: 176 - 66 | wiki_freq: 541 - 1077 | sentence_idx: 503288 | align_1: 2-1 | align_2: 3-11 | entity: Qur’an - none |    In the Qur’an , it says : “ And peace it is , until the breaking of the dawn . ” ||| 《 诗篇 》 论 到 主 （ 故 也 论属 天之人 ） 说 ： “ 在 他 的 日子 义人 要 发旺 ， 大有 平安 ， 直到 月亮 消逝 。 

Capra Capra | w_freq: 5 - 4 | wiki_freq: 2543 - 47 | sentence_idx: 504538 | align_1: 3-3 | align_2: 4-8 | entity: Frank Capra - none |    Director : Frank Capra ( You Ca n't Take It With You ) ||| 法兰克·卡普拉 （ Frank Capra ） 《 浮生若梦 》 （ You Can't Take It with You ） 

williams 威廉斯 | w_freq: 2 - 14 | wiki_freq: 169 - 981 | sentence_idx: 504692 | align_1: 3-4 | align_2: 4-11 | entity: none - 威廉斯 |    Tag : robin williams : come inside my head ||| 开眼 ﹥ 电影 ﹥罗宾 威廉斯 ： 我 心 深处 Robin Williams : Come Inside My Mind 

Weah Weah | w_freq: 8 - 6 | wiki_freq: 514 - 3 | sentence_idx: 506142 | align_1: 1-1 | align_2: 2-5 | entity: George Weah - none |    George Weah wants 6,000 Nigerian teachers ||| George Weah 说 ， 利比里亚 需要 来自 尼日利亚 的 6000 名 教师 

Dyers 染发 | w_freq: 1 - 2 | wiki_freq: 391 - 106 | sentence_idx: 509222 | align_1: 22-16 | align_2: 23-20 | entity: Dyers - none |    He had always seen her from time to time , for he had often been called to the farm or to the Dyers and had watched her at play . ||| 他 总是 时不时 地 看到 她   ， 因为 他 经常 被 叫到 农场 或者是 染发   ， 并且 看 着 她 玩   。 

Chest Chest | w_freq: 7 - 3 | wiki_freq: 2750 - 16 | sentence_idx: 510054 | align_1: 9-8 | align_2: 10-15 | entity: Chest - none |    ( Pay 10 % or $ 200 ) Community Chest ← GO ||| ( Pay 10% or $ 200 ) Community Chest （ 英语 ： Community Chest ） ⇐ GO 

